Text,Sentiment
This is one of the few books out there that takes traditional western magickal practices and puts them into to full practice within contemporary terms. A strange and extremely compelling description of the authors contact with alien intelligances and Goetic demons over a stretch of 10years. Extremely psychedelic with a dark spark this is certain to be considered a occult classic. Very thorough and gives details as to the rituals and techniques used to invoke these praeternatural forces. Not for the mentally unstable or pious.WELCOME THE COMING AGE OF LUCIFER!,pos
I ordered this dress in blue. The picture in the listing is a gorgeous royal blue. The dress that arrived is much more navy blue. It's a cute dress but I'm not a fan of navy so I'll be returning it.,neg
"returned, unusable. laptop too old to modify.",neg
The light isn't bad but the clip and arm are so horrible it doesn't matter because you can't use unless u hold it and then its just a flashlight.,neg
"It was a cool story and all, i was never bored, but it lacked the qualities of the writing pyramid. It had an exposition, and then the rest of it seemed like rising action, bit it never peaked. It was like a plateu. The writing itself was wonderful. The author really got into the character.",neu
"After reading ""Confessions of a God Seeker"" by Ford Johnson I am giving all of Twitchell's and Klemp's books a second, hard look. I am now able to give a different perspective on a book review than a current Eckist could or would dare to.Tiger's Fang is an interesting book with obvious ties to Shabd Yoga which was Twitchell's previous spiritual path. This book also has some Twitchell fiction similar to his ""Talons of Time"" novel. Rebazar Tarz, unfortunately, is a made up character who becomes the keystone in Twitchell's deception of Eck Master linage which validates the current administration. Still, the book does have some redeeming value if one is able to discern truth from fiction. Lots of luck!",neu
I'm glad to see this book come back in print. I will use it in teaching beginning sign language.,pos
Good for data access and recovery,pos
great purse,pos
"I did a lot of research when looking for a flashbracket. Stroboframe came out as the winner at an affordable price and good reviews. the fram is lightweight yet bvery sturdy. The padding on the handle is amazingly soft and provide for s ure grip. Construction , peformance and price all added up equals an exceptionally fine item. I am a professional photographer who is dasabled and I photograph small functions. I have nerve damage resulting from a flu shot 10 years ago so when I grasp things, I cannot feel them. this handle and the aerodynamics of the device allow me to have a sure grip at all times and is extremely easy to use. I highly recommend it.",pos
